Date,Open,High,Low,Close,Adj Close,Volume
2017-04-03,143.710007,144.119995,143.050003,143.699997,140.426254,19985700
2017-04-04,143.250000,144.889999,143.169998,144.770004,141.471878,19891400
2017-04-05,144.220001,145.460007,143.809998,144.020004,140.738983,27717900
2017-04-06,144.289993,144.520004,143.449997,143.660004,140.387177,21149000
2017-04-07,143.729996,144.179993,143.270004,143.339996,140.074463,16672200
2017-04-10,143.600006,143.880005,142.899994,143.169998,139.908325,18933400
2017-04-11,142.940002,143.350006,140.059998,141.630005,138.403427,30379400
2017-04-12,141.600006,142.149994,141.009995,141.800003,138.569550,20350000
2017-04-13,141.910004,142.380005,141.050003,141.050003,137.836624,17822900
2017-04-17,141.479996,141.880005,140.869995,141.830002,138.598862,16582100
2017-04-18,141.410004,142.039993,141.110001,141.199997,137.983200,14697500
2017-04-19,141.880005,142.000000,140.449997,140.679993,137.475052,17328400
2017-04-20,141.220001,142.919998,141.160004,142.440002,139.194962,23319600
2017-04-21,142.440002,142.679993,141.850006,142.270004,139.028854,17320900
2017-04-24,143.500000,143.949997,143.179993,143.639999,140.367630,17134300
2017-04-25,143.910004,144.899994,143.869995,144.529999,141.237350,18871500
2017-04-26,144.470001,144.600006,143.380005,143.679993,140.406723,20041200
2017-04-27,143.919998,144.160004,143.309998,143.789993,140.514191,14246300
2017-04-28,144.089996,144.300003,143.270004,143.649994,140.377380,20860400
2017-05-01,145.100006,147.199997,144.960007,146.580002,143.240646,33602900
2017-05-02,147.539993,148.089996,146.839996,147.509995,144.149475,45352200
2017-05-03,145.589996,147.490005,144.270004,147.059998,143.709702,45697000
2017-05-04,146.520004,147.139999,145.809998,146.529999,143.191772,23371900
2017-05-05,146.759995,148.979996,146.759995,148.960007,145.566422,27327700
2017-05-08,149.029999,153.699997,149.029999,153.009995,149.524139,48752400
2017-05-09,153.869995,154.880005,153.449997,153.990005,150.481842,39130400
2017-05-10,153.630005,153.940002,152.110001,153.259995,149.768448,25805700
2017-05-11,152.449997,154.070007,152.309998,153.949997,151.063705,27255100
2017-05-12,154.699997,156.419998,154.669998,156.100006,153.173401,32527000
2017-05-15,156.009995,156.649994,155.050003,155.699997,152.780899,26009700
2017-05-16,155.940002,156.059998,154.720001,155.470001,152.555237,20048500
2017-05-17,153.600006,154.570007,149.710007,150.250000,147.433075,50767700
2017-05-18,151.270004,153.339996,151.130005,152.539993,149.680145,33568200
2017-05-19,153.380005,153.979996,152.630005,153.059998,150.190384,26960800
2017-05-22,154.000000,154.580002,152.910004,153.990005,151.102982,22966400
2017-05-23,154.899994,154.899994,153.309998,153.800003,150.916519,19918900
2017-05-24,153.839996,154.169998,152.669998,153.339996,150.465149,19178000
2017-05-25,153.729996,154.350006,153.029999,153.869995,150.985199,19235600
2017-05-26,154.000000,154.240005,153.309998,153.610001,150.730072,21927600
2017-05-30,153.419998,154.429993,153.330002,153.669998,150.788956,20126900
2017-05-31,153.970001,154.169998,152.380005,152.759995,149.896011,24451200
2017-06-01,153.169998,153.330002,152.220001,153.179993,150.308136,16404100
2017-06-02,153.580002,155.449997,152.889999,155.449997,152.535599,27770700
2017-06-05,154.339996,154.449997,153.460007,153.929993,151.044067,25331700
2017-06-06,153.899994,155.809998,153.779999,154.449997,151.554321,26624900
2017-06-07,155.020004,155.979996,154.479996,155.369995,152.457092,21069600
2017-06-08,155.250000,155.539993,154.399994,154.990005,152.084213,21250800
2017-06-09,155.190002,155.190002,146.020004,148.979996,146.186874,64882700
2017-06-12,145.740005,146.089996,142.509995,145.419998,142.693649,72307300
2017-06-13,147.160004,147.449997,145.149994,146.589996,143.841690,34165400
2017-06-14,147.500000,147.500000,143.839996,145.160004,142.438507,31531200
2017-06-15,143.320007,144.479996,142.210007,144.289993,141.584808,32165400
2017-06-16,143.779999,144.500000,142.199997,142.270004,139.602707,50361100
2017-06-19,143.660004,146.740005,143.660004,146.339996,143.596375,32541400
2017-06-20,146.869995,146.869995,144.940002,145.009995,142.291321,24900100
2017-06-21,145.520004,146.070007,144.610001,145.869995,143.135193,21265800
2017-06-22,145.770004,146.699997,145.119995,145.630005,142.899704,19106300
2017-06-23,145.130005,147.160004,145.110001,146.279999,143.537506,35439400
2017-06-26,147.169998,148.279999,145.380005,145.820007,143.086136,25692400
2017-06-27,145.009995,146.160004,143.619995,143.729996,141.035309,24761900
2017-06-28,144.490005,146.110001,143.160004,145.830002,143.095947,22082400
2017-06-29,144.710007,145.130005,142.279999,143.679993,140.986252,31499400
2017-06-30,144.449997,144.960007,143.779999,144.020004,141.319901,23024100
2017-07-03,144.880005,145.300003,143.100006,143.500000,140.809631,14277800
2017-07-05,143.690002,144.789993,142.720001,144.089996,141.388565,21569600
2017-07-06,143.020004,143.500000,142.410004,142.729996,140.054062,24128800
2017-07-07,142.899994,144.750000,142.899994,144.179993,141.476883,19201700
2017-07-10,144.110001,145.949997,143.369995,145.059998,142.340378,21090600
2017-07-11,144.729996,145.850006,144.380005,145.529999,142.801575,19781800
2017-07-12,145.869995,146.179993,144.820007,145.740005,143.007645,24884500
2017-07-13,145.500000,148.490005,145.440002,147.770004,144.999573,25199400
2017-07-14,147.970001,149.330002,147.330002,149.039993,146.245743,20132100
2017-07-17,148.820007,150.899994,148.570007,149.559998,146.756012,23793500
2017-07-18,149.199997,150.130005,148.669998,150.080002,147.266281,17868800
2017-07-19,150.479996,151.419998,149.949997,151.020004,148.188644,20923000
2017-07-20,151.500000,151.740005,150.190002,150.339996,147.521393,17243700
2017-07-21,149.990005,150.440002,148.880005,150.270004,147.452713,26252600
2017-07-24,150.580002,152.440002,149.899994,152.089996,149.238586,21493200
2017-07-25,151.800003,153.839996,151.800003,152.740005,149.876404,18853900
2017-07-26,153.350006,153.929993,153.059998,153.460007,150.582916,15781000
2017-07-27,153.750000,153.990005,147.300003,150.559998,147.737274,32476300
2017-07-28,149.889999,150.229996,149.190002,149.500000,146.697144,17213700
2017-07-31,149.899994,150.330002,148.130005,148.729996,145.941574,19845900
2017-08-01,149.100006,150.220001,148.410004,150.050003,147.236847,35368600
2017-08-02,159.279999,159.750000,156.160004,157.139999,154.193909,69936800
2017-08-03,157.050003,157.210007,155.020004,155.570007,152.653320,27097300
2017-08-04,156.070007,157.399994,155.690002,156.389999,153.457947,20559900
2017-08-07,157.059998,158.919998,156.669998,158.809998,155.832596,21870300
2017-08-08,158.600006,161.830002,158.270004,160.080002,157.078781,36205900
2017-08-09,159.259995,161.270004,159.110001,161.059998,158.040405,26131500
2017-08-10,159.899994,160.000000,154.630005,155.320007,153.006531,40804300
2017-08-11,156.600006,158.570007,156.070007,157.479996,155.134338,26257100
2017-08-14,159.320007,160.210007,158.750000,159.850006,157.469070,22122700
2017-08-15,160.660004,162.199997,160.139999,161.600006,159.192978,29465500
2017-08-16,161.940002,162.509995,160.149994,160.949997,158.552673,27671600
2017-08-17,160.520004,160.710007,157.839996,157.860001,155.508698,27940600
2017-08-18,157.860001,159.500000,156.720001,157.500000,155.154068,27428100
2017-08-21,157.500000,157.889999,155.110001,157.210007,154.868378,26368500
2017-08-22,158.229996,160.000000,158.020004,159.779999,157.400101,21604600
2017-08-23,159.070007,160.470001,158.880005,159.979996,157.597107,19399100
2017-08-24,160.429993,160.740005,158.550003,159.270004,156.897690,19818900
2017-08-25,159.649994,160.559998,159.270004,159.860001,157.478897,25480100
2017-08-28,160.139999,162.000000,159.929993,161.470001,159.064911,25966000
2017-08-29,160.100006,163.119995,160.000000,162.910004,160.483490,29516900
2017-08-30,163.800003,163.889999,162.610001,163.350006,160.916916,27269600
2017-08-31,163.639999,164.520004,163.479996,164.000000,161.557236,26785100
2017-09-01,164.800003,164.940002,163.630005,164.050003,161.606491,16591100
2017-09-05,163.750000,164.250000,160.559998,162.080002,159.665848,29468500
2017-09-06,162.710007,162.990005,160.520004,161.910004,159.498367,21651700
2017-09-07,162.089996,162.240005,160.360001,161.259995,158.858032,21928500
2017-09-08,160.860001,161.149994,158.529999,158.630005,156.267227,28611500
2017-09-11,160.500000,162.050003,159.889999,161.500000,159.094467,31580800
2017-09-12,162.610001,163.960007,158.770004,160.860001,158.464020,71714000
2017-09-13,159.869995,159.960007,157.910004,159.649994,157.272018,44907400
2017-09-14,158.990005,159.399994,158.089996,158.279999,155.922440,23760700
2017-09-15,158.470001,160.970001,158.000000,159.880005,157.498611,49114600
2017-09-18,160.110001,160.500000,158.000000,158.669998,156.306625,28269400
2017-09-19,159.509995,159.770004,158.440002,158.729996,156.365723,20810600
2017-09-20,157.899994,158.259995,153.830002,156.070007,153.745377,52951400
2017-09-21,155.800003,155.800003,152.750000,153.389999,151.105270,37511700
2017-09-22,151.539993,152.270004,150.559998,151.889999,149.627625,46645400
2017-09-25,149.990005,151.830002,149.160004,150.550003,148.307571,44387300
2017-09-26,151.779999,153.919998,151.690002,153.139999,150.859009,36660000
2017-09-27,153.800003,154.720001,153.539993,154.229996,151.932770,25504200
2017-09-28,153.889999,154.279999,152.699997,153.279999,150.996918,22005500
2017-09-29,153.210007,154.130005,152.000000,154.119995,151.824387,26299800
2017-10-02,154.259995,154.449997,152.720001,153.809998,151.519028,18698800
2017-10-03,154.009995,155.089996,153.910004,154.479996,152.179031,16230300
2017-10-04,153.630005,153.860001,152.460007,153.479996,151.193924,20163800
2017-10-05,154.179993,155.440002,154.050003,155.389999,153.075470,21283800
2017-10-06,154.970001,155.490005,154.559998,155.300003,152.986816,17407600
2017-10-09,155.809998,156.729996,155.490005,155.839996,153.518768,16262900
2017-10-10,156.059998,158.000000,155.100006,155.899994,153.577866,15617000
2017-10-11,155.970001,156.979996,155.750000,156.550003,154.218216,16905600
2017-10-12,156.350006,157.369995,155.729996,156.000000,153.676392,16125100
2017-10-13,156.729996,157.279999,156.410004,156.990005,154.651642,16394200
2017-10-16,157.899994,160.000000,157.649994,159.880005,157.498611,24121500
2017-10-17,159.779999,160.869995,159.229996,160.470001,158.079819,18997300
2017-10-18,160.419998,160.710007,159.600006,159.759995,157.380386,16374200
2017-10-19,156.750000,157.080002,155.020004,155.979996,153.656693,42584200
2017-10-20,156.610001,157.750000,155.960007,156.250000,153.922668,23974100
2017-10-23,156.889999,157.690002,155.500000,156.169998,153.843857,21984300
2017-10-24,156.289993,157.419998,156.199997,157.100006,154.760010,17757200
2017-10-25,156.910004,157.550003,155.270004,156.410004,154.080307,21207100
2017-10-26,157.229996,157.830002,156.779999,157.410004,155.065399,17000500
2017-10-27,159.289993,163.600006,158.699997,163.050003,160.621384,44454200
2017-10-30,163.889999,168.070007,163.720001,166.720001,164.236725,44700800
2017-10-31,167.899994,169.649994,166.940002,169.039993,166.522171,36046800
2017-11-01,169.869995,169.940002,165.610001,166.889999,164.404190,33637800
2017-11-02,166.600006,168.500000,165.279999,168.110001,165.606018,41393400
2017-11-03,174.000000,174.259995,171.119995,172.500000,169.930634,59398600
2017-11-06,172.369995,174.990005,171.720001,174.250000,171.654556,35026300
2017-11-07,173.910004,175.250000,173.600006,174.809998,172.206223,24361500
2017-11-08,174.660004,176.240005,174.330002,176.240005,173.614929,24409500
2017-11-09,175.110001,176.100006,173.139999,175.880005,173.260300,29482600
2017-11-10,175.110001,175.380005,174.270004,174.669998,172.686859,25145500
2017-11-13,173.500000,174.500000,173.399994,173.970001,171.994812,16982100
2017-11-14,173.039993,173.479996,171.179993,171.339996,169.394669,24782500
2017-11-15,169.970001,170.320007,168.380005,169.080002,167.160339,29158100
2017-11-16,171.179993,171.869995,170.300003,171.100006,169.157410,23637500
2017-11-17,171.039993,171.389999,169.639999,170.149994,168.218185,21899500
2017-11-20,170.289993,170.559998,169.559998,169.979996,168.050110,16262400
2017-11-21,170.779999,173.699997,170.779999,173.139999,171.174255,25131300
2017-11-22,173.360001,175.000000,173.050003,174.960007,172.973587,25588900
2017-11-24,175.100006,175.500000,174.649994,174.970001,172.983475,14026700
2017-11-27,175.050003,175.080002,173.339996,174.089996,172.113464,20716800
2017-11-28,174.300003,174.869995,171.860001,173.070007,171.105042,26428800
2017-11-29,172.630005,172.919998,167.160004,169.479996,167.555801,41666400
2017-11-30,170.429993,172.139999,168.440002,171.850006,169.898895,41527200
2017-12-01,169.949997,171.669998,168.500000,171.050003,169.107971,39759300
2017-12-04,172.479996,172.619995,169.630005,169.800003,167.872177,32542400
2017-12-05,169.059998,171.520004,168.399994,169.639999,167.713974,27350200
2017-12-06,167.500000,170.199997,166.460007,169.009995,167.091141,28560000
2017-12-07,169.029999,170.440002,168.910004,169.320007,167.397629,25673300
2017-12-08,170.490005,171.000000,168.820007,169.369995,167.447037,23355200
2017-12-11,169.199997,172.889999,168.789993,172.669998,170.709595,35273800
2017-12-12,172.149994,172.389999,171.460007,171.699997,169.750595,19409200
2017-12-13,172.500000,173.539993,172.000000,172.270004,170.314117,23818400
2017-12-14,172.399994,173.130005,171.649994,172.220001,170.264694,20476500
2017-12-15,173.630005,174.169998,172.460007,173.970001,171.994812,40169300
2017-12-18,174.880005,177.199997,174.860001,176.419998,174.417007,29421100
2017-12-19,175.029999,175.389999,174.089996,174.539993,172.558350,27436400
2017-12-20,174.869995,175.419998,173.250000,174.350006,172.370514,23475600
2017-12-21,174.169998,176.020004,174.100006,175.009995,173.023026,20949900
2017-12-22,174.679993,175.419998,174.500000,175.009995,173.023026,16114600
2017-12-26,170.800003,171.470001,169.679993,170.570007,168.633423,33185500
2017-12-27,170.100006,170.779999,169.710007,170.600006,168.663101,21498200
2017-12-28,171.000000,171.850006,170.479996,171.080002,169.137650,16480200
2017-12-29,170.520004,170.589996,169.220001,169.229996,167.308640,25884400
2018-01-02,170.160004,172.300003,169.259995,172.259995,170.304230,25555900
2018-01-03,172.529999,174.550003,171.960007,172.229996,170.274567,29517900
2018-01-04,172.539993,173.470001,172.080002,173.029999,171.065506,22434600
2018-01-05,173.440002,175.369995,173.050003,175.000000,173.013123,23660000
2018-01-08,174.350006,175.610001,173.929993,174.350006,172.370514,20567800
2018-01-09,174.550003,175.059998,173.410004,174.330002,172.350739,21584000
2018-01-10,173.160004,174.300003,173.000000,174.289993,172.311188,23959900
2018-01-11,174.589996,175.490005,174.490005,175.279999,173.289948,18667700
2018-01-12,176.179993,177.360001,175.649994,177.089996,175.079391,25226000
2018-01-16,177.899994,179.389999,176.139999,176.190002,174.189636,29565900
2018-01-17,176.149994,179.250000,175.070007,179.100006,177.066589,34386800
2018-01-18,179.369995,180.100006,178.250000,179.259995,177.224762,31193400
2018-01-19,178.610001,179.580002,177.410004,178.460007,176.433853,32425100
2018-01-22,177.300003,177.779999,176.600006,177.000000,174.990433,27108600
2018-01-23,177.300003,179.440002,176.820007,177.039993,175.029968,32689100
2018-01-24,177.250000,177.300003,173.199997,174.220001,172.241974,51105100
2018-01-25,174.509995,174.949997,170.529999,171.110001,169.167297,41529000
2018-01-26,172.000000,172.000000,170.059998,171.509995,169.562744,39143000
2018-01-29,170.160004,170.160004,167.070007,167.960007,166.053055,50640400
2018-01-30,165.529999,167.369995,164.699997,166.970001,165.074295,46048200
2018-01-31,166.869995,168.440002,166.500000,167.429993,165.529068,32478900
2018-02-01,167.169998,168.619995,166.759995,167.779999,165.875092,47230800
2018-02-02,166.000000,166.800003,160.100006,160.500000,158.677750,86593800
2018-02-05,159.100006,163.880005,156.000000,156.490005,154.713287,72738500
2018-02-06,154.830002,163.720001,154.000000,163.029999,161.179016,68243800
2018-02-07,163.089996,163.399994,159.070007,159.539993,157.728638,51608600
2018-02-08,160.289993,161.000000,155.029999,155.149994,153.388489,54390500
2018-02-09,157.070007,157.889999,150.240005,156.410004,155.264664,70672600
2018-02-12,158.500000,163.889999,157.509995,162.710007,161.518524,60819500
2018-02-13,161.949997,164.750000,161.649994,164.339996,163.136581,32549200
2018-02-14,163.039993,167.539993,162.880005,167.369995,166.144394,40644900
2018-02-15,169.789993,173.089996,169.000000,172.990005,171.723251,51147200
2018-02-16,172.360001,174.820007,171.770004,172.429993,171.167343,40176100
2018-02-20,172.050003,174.259995,171.419998,171.850006,170.591599,33930500
2018-02-21,172.830002,174.119995,171.009995,171.070007,169.817307,37471600
2018-02-22,171.800003,173.949997,171.710007,172.500000,171.236832,30991900
2018-02-23,173.669998,175.649994,173.539993,175.500000,174.214859,33812400
2018-02-26,176.350006,179.389999,176.210007,178.970001,177.659454,38162200
2018-02-27,179.100006,180.479996,178.160004,178.389999,177.083710,38928100
2018-02-28,179.259995,180.619995,178.050003,178.119995,176.815674,37782100
2018-03-01,178.539993,179.779999,172.660004,175.000000,173.718521,48802000
2018-03-02,172.800003,176.300003,172.449997,176.210007,174.919678,38454000
2018-03-05,175.210007,177.740005,174.520004,176.820007,175.525208,28401400
2018-03-06,177.910004,178.250000,176.130005,176.669998,175.376297,23788500
2018-03-07,174.940002,175.850006,174.270004,175.029999,173.748306,31703500
2018-03-08,175.479996,177.119995,175.070007,176.940002,175.644318,23774100
2018-03-09,177.960007,180.000000,177.389999,179.979996,178.662048,32185200
2018-03-12,180.289993,182.389999,180.210007,181.720001,180.389313,32207100
2018-03-13,182.589996,183.500000,179.240005,179.970001,178.652130,31693500
2018-03-14,180.320007,180.520004,177.809998,178.440002,177.133331,29368400
2018-03-15,178.500000,180.240005,178.070007,178.649994,177.341782,22743800
2018-03-16,178.649994,179.119995,177.619995,178.020004,176.716415,39404700
2018-03-19,177.320007,177.470001,173.660004,175.300003,174.016342,33446800
2018-03-20,175.240005,176.800003,174.940002,175.240005,173.956772,19649400
2018-03-21,175.039993,175.089996,171.259995,171.270004,170.015839,36338100
2018-03-22,170.000000,172.679993,168.600006,168.850006,167.613556,41490800
2018-03-23,168.389999,169.919998,164.940002,164.940002,163.732193,41028800
2018-03-26,168.070007,173.100006,166.440002,172.770004,171.504868,37541200
2018-03-27,173.679993,175.149994,166.919998,168.339996,167.107300,40922600
2018-03-28,167.250000,170.020004,165.190002,166.479996,165.260910,41668500
2018-03-29,167.809998,171.750000,166.899994,167.779999,166.551392,38398500
2018-04-02,166.639999,168.940002,164.470001,166.679993,165.459442,37586800
2018-04-03,167.639999,168.750000,164.880005,168.389999,167.156921,30278000
2018-04-04,164.880005,172.009995,164.770004,171.610001,170.353363,34605500
2018-04-05,172.580002,174.229996,172.080002,172.800003,171.534637,26933200
2018-04-06,170.970001,172.479996,168.199997,168.380005,167.147018,35005300
2018-04-09,169.880005,173.089996,169.850006,170.050003,168.804779,29017700
2018-04-10,173.000000,174.000000,171.529999,173.250000,171.981339,28408600
2018-04-11,172.229996,173.919998,171.699997,172.440002,171.177277,22431600
2018-04-12,173.410004,175.000000,173.039993,174.139999,172.864822,22889300
2018-04-13,174.779999,175.839996,173.850006,174.729996,173.450500,25124300
2018-04-16,175.029999,176.190002,174.830002,175.820007,174.532532,21578400
2018-04-17,176.490005,178.940002,176.410004,178.240005,176.934799,26509000
2018-04-18,177.809998,178.820007,176.880005,177.839996,176.537720,20754500
2018-04-19,173.759995,175.389999,172.660004,172.800003,171.534637,34808800
2018-04-20,170.600006,171.220001,165.429993,165.720001,164.506470,65491100
2018-04-23,166.830002,166.919998,164.089996,165.240005,164.029999,36515500
2018-04-24,165.669998,166.330002,161.220001,162.940002,161.746841,33692000
2018-04-25,162.619995,165.419998,162.410004,163.649994,162.451630,28382100
2018-04-26,164.119995,165.729996,163.369995,164.220001,163.017471,27963000
2018-04-27,164.000000,164.330002,160.630005,162.320007,161.131378,35655800
2018-04-30,162.130005,167.259995,161.839996,165.259995,164.049835,42427400
2018-05-01,166.410004,169.199997,165.270004,169.100006,167.861725,53569400
2018-05-02,175.229996,177.750000,173.800003,176.570007,175.277039,66539400
2018-05-03,175.880005,177.500000,174.440002,176.889999,175.594681,34068200
2018-05-04,178.250000,184.250000,178.169998,183.830002,182.483856,56201300
2018-05-07,185.179993,187.669998,184.750000,185.160004,183.804123,42451400
2018-05-08,184.990005,186.220001,183.669998,186.050003,184.687607,28402800
2018-05-09,186.550003,187.399994,185.220001,187.360001,185.988022,23211200
2018-05-10,187.740005,190.369995,187.649994,190.039993,188.648392,27989300
2018-05-11,189.490005,190.059998,187.449997,188.589996,187.930908,26212200
2018-05-14,189.009995,189.529999,187.860001,188.149994,187.492432,20778800
2018-05-15,186.779999,187.070007,185.100006,186.440002,185.788422,23695200
2018-05-16,186.070007,188.460007,186.000000,188.179993,187.522324,19183100
2018-05-17,188.000000,188.910004,186.360001,186.990005,186.336502,17294000
2018-05-18,187.190002,187.809998,186.130005,186.309998,185.658875,18297700
2018-05-21,188.000000,189.270004,186.910004,187.630005,186.974258,18400800
2018-05-22,188.380005,188.880005,186.779999,187.160004,186.505905,15240700
2018-05-23,186.350006,188.500000,185.759995,188.360001,187.701706,20058400
2018-05-24,188.770004,188.839996,186.210007,188.149994,187.492432,23234000
2018-05-25,188.229996,189.649994,187.649994,188.580002,187.920944,17461000
2018-05-29,187.600006,188.750000,186.869995,187.899994,187.243317,22514100
2018-05-30,187.720001,188.000000,186.779999,187.500000,186.844711,18690500
2018-05-31,187.220001,188.229996,186.139999,186.869995,186.216904,27482800
2018-06-01,187.990005,190.259995,187.750000,190.240005,189.575150,23442500
2018-06-04,191.639999,193.419998,191.350006,191.830002,191.159576,26266200
2018-06-05,193.070007,193.940002,192.360001,193.309998,192.634399,21566000
2018-06-06,193.630005,194.080002,191.919998,193.979996,193.302063,20933600
2018-06-07,194.139999,194.199997,192.339996,193.460007,192.783890,21347200
2018-06-08,191.169998,192.000000,189.770004,191.699997,191.030029,26656800
2018-06-11,191.350006,191.970001,190.210007,191.229996,190.561676,18308500
2018-06-12,191.389999,192.610001,191.149994,192.279999,191.608002,16911100
2018-06-13,192.419998,192.880005,190.440002,190.699997,190.033524,21638400
2018-06-14,191.550003,191.570007,190.220001,190.800003,190.133179,21610100
2018-06-15,190.029999,190.160004,188.259995,188.839996,188.180023,61719200
2018-06-18,187.880005,189.220001,187.199997,188.740005,188.080383,18484900
2018-06-19,185.139999,186.330002,183.449997,185.690002,185.041046,33578500
2018-06-20,186.350006,187.199997,185.729996,186.500000,185.848206,20628700
2018-06-21,187.250000,188.350006,184.940002,185.460007,184.811844,25711900
2018-06-22,186.119995,186.149994,184.699997,184.919998,184.273727,27200400
2018-06-25,183.399994,184.919998,180.729996,182.169998,181.533340,31663100
2018-06-26,182.990005,186.529999,182.539993,184.429993,183.785431,24569200
2018-06-27,185.229996,187.279999,184.029999,184.160004,183.516388,25285300
2018-06-28,184.100006,186.210007,183.800003,185.500000,184.851700,17365200
2018-06-29,186.289993,187.190002,182.910004,185.110001,184.463074,22737700
2018-07-02,183.820007,187.300003,183.419998,187.179993,186.525818,17731300
2018-07-03,187.789993,187.949997,183.539993,183.919998,183.277222,13954800
2018-07-05,185.259995,186.410004,184.279999,185.399994,184.752045,16604200
2018-07-06,185.419998,188.429993,185.199997,187.970001,187.313080,17485200
2018-07-09,189.500000,190.679993,189.300003,190.580002,189.913956,19756600
2018-07-10,190.710007,191.279999,190.179993,190.350006,189.684753,15939100
2018-07-11,188.500000,189.779999,187.610001,187.880005,187.223389,18831500
2018-07-12,189.529999,191.410004,189.309998,191.029999,190.362381,18041100
2018-07-13,191.080002,191.839996,190.899994,191.330002,190.661331,12513900
2018-07-16,191.520004,192.649994,190.419998,190.910004,190.242798,15043100
2018-07-17,189.750000,191.869995,189.199997,191.449997,190.780899,15534500
2018-07-18,191.779999,191.800003,189.929993,190.399994,189.734573,16393400
2018-07-19,189.690002,192.550003,189.690002,191.880005,191.209412,20286800
2018-07-20,191.779999,192.429993,190.169998,191.440002,190.770950,20676200
2018-07-23,190.679993,191.960007,189.559998,191.610001,190.940353,15989400
2018-07-24,192.449997,193.660004,192.050003,193.000000,192.325485,18697900
2018-07-25,193.059998,194.850006,192.429993,194.820007,194.139145,16709900
2018-07-26,194.610001,195.960007,193.610001,194.210007,193.531265,19076000
2018-07-27,194.990005,195.190002,190.100006,190.979996,190.312546,24024000
2018-07-30,191.899994,192.199997,189.070007,189.910004,189.246292,21029500
2018-07-31,190.300003,192.139999,189.339996,190.289993,189.624954,39373000
2018-08-01,199.130005,201.759995,197.309998,201.500000,200.795792,67935700
2018-08-02,200.580002,208.380005,200.350006,207.389999,206.665207,62404000
2018-08-03,207.029999,208.740005,205.479996,207.990005,207.263107,33447400
2018-08-06,208.000000,209.250000,207.070007,209.070007,208.339340,25425400
2018-08-07,209.320007,209.500000,206.759995,207.110001,206.386185,25587400
2018-08-08,206.050003,207.809998,204.520004,207.250000,206.525696,22525500
2018-08-09,209.529999,209.779999,207.199997,208.880005,208.149994,23492600
2018-08-10,207.360001,209.100006,206.669998,207.529999,207.529999,24611200
2018-08-13,209.309998,210.949997,207.699997,208.869995,208.869995,25890900
2018-08-14,210.160004,210.559998,208.259995,209.750000,209.750000,20748000
2018-08-15,209.220001,210.740005,208.330002,210.240005,210.240005,28807600
2018-08-16,211.750000,213.809998,211.470001,213.320007,213.320007,28500400
2018-08-17,213.440002,217.949997,213.160004,217.580002,217.580002,35427000
2018-08-20,218.100006,219.179993,215.110001,215.460007,215.460007,30287700
2018-08-21,216.800003,217.190002,214.029999,215.039993,215.039993,26159800
2018-08-22,214.100006,216.360001,213.839996,215.050003,215.050003,19018100
2018-08-23,214.649994,217.050003,214.600006,215.490005,215.490005,18883200
2018-08-24,216.600006,216.899994,215.110001,216.160004,216.160004,18476400
2018-08-27,217.149994,218.740005,216.330002,217.940002,217.940002,20525100
2018-08-28,219.009995,220.539993,218.919998,219.699997,219.699997,22776800
2018-08-29,220.149994,223.490005,219.410004,222.979996,222.979996,27254800
2018-08-30,223.250000,228.259995,222.399994,225.029999,225.029999,48793800
2018-08-31,226.509995,228.869995,226.000000,227.630005,227.630005,43340100
2018-09-04,228.410004,229.179993,226.630005,228.360001,228.360001,27390100
2018-09-05,228.990005,229.669998,225.100006,226.869995,226.869995,33333000
2018-09-06,226.229996,227.350006,221.300003,223.100006,223.100006,34290000
2018-09-07,221.850006,225.369995,220.710007,221.300003,221.300003,37619800
2018-09-10,220.949997,221.850006,216.470001,218.330002,218.330002,39516500
2018-09-11,218.009995,224.300003,216.559998,223.850006,223.850006,35749000
2018-09-12,224.940002,225.000000,219.839996,221.070007,221.070007,49278700
2018-09-13,223.520004,228.350006,222.570007,226.410004,226.410004,41706400
2018-09-14,225.750000,226.839996,222.520004,223.839996,223.839996,31999300
2018-09-17,222.149994,222.949997,217.270004,217.880005,217.880005,37195100
2018-09-18,217.789993,221.850006,217.119995,218.240005,218.240005,31542300
